ts_date,claim_amount
2021-03-13,
2021-03-13,
2021-03-13,
2021-03-13,
2021-03-13,
2021-03-13,
2021-03-13,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,57825.0
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-14,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-15,
2021-03-16,
2021-03-16,309042.0
2021-03-16,
2021-03-16,
2021-03-17,
2021-03-17,
2021-03-17,
2021-03-17,
2021-03-17,
2021-03-17,
2021-03-17,
2021-03-17,237996.0
2021-03-17,
2021-03-17,
2021-03-18,
2021-03-18,115334.0
2021-03-18,
2021-03-18,
2021-03-18,
2021-03-18,117954.0
2021-03-18,
2021-03-18,
2021-03-19,
2021-03-19,
2021-03-19,462465.0
2021-03-19,
2021-03-19,127775.0
2021-03-19,
2021-03-19,
2021-03-19,
2021-03-19,39017.0
2021-03-19,15217.0
2021-03-19,
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-20,99295.0
2021-03-20,
2021-03-20,
2021-03-20,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,
2021-03-21,540242.0
2021-03-21,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,
2021-03-22,55425.0
2021-03-22,
2021-03-22,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-23,
2021-03-24,
2021-03-24,
2021-03-24,
2021-03-24,121225.0
2021-03-24,
2021-03-24,
2021-03-24,
2021-03-24,
2021-03-24,
2021-03-24,
2021-03-25,
2021-03-25,
2021-03-25,90044.0
2021-03-25,
2021-03-25,
2021-03-25,
2021-03-25,38859.0
2021-03-25,
2021-03-25,
2021-03-25,
2021-03-25,
2021-03-25,
2021-03-25,
2021-03-26,
2021-03-26,201748.0
2021-03-26,
2021-03-26,
2021-03-26,
2021-03-26,
2021-03-26,
2021-03-26,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-27,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-28,
2021-03-29,
2021-03-29,
2021-03-29,
2021-03-29,
2021-03-29,
2021-03-29,
2021-03-29,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-30,
2021-03-31,
2021-03-31,
2021-03-31,66099.0
2021-03-31,
2021-03-31,
2021-03-31,
2021-03-31,
2021-04-01,
2021-04-01,
2021-04-01,
2021-04-01,
2021-04-01,
2021-04-01,
2021-04-02,
2021-04-02,
2021-04-02,
2021-04-02,
2021-04-02,
2021-04-02,
2021-04-02,20948.0
2021-04-02,
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-03,312604.0
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-03,324438.0
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-03,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-04,
2021-04-05,
2021-04-05,
2021-04-05,
2021-04-05,
2021-04-05,
2021-04-05,
2021-04-05,
2021-04-06,
2021-04-06,
2021-04-06,
2021-04-06,
2021-04-06,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-07,
2021-04-08,
2021-04-08,
2021-04-08,
2021-04-08,
2021-04-08,
2021-04-08,
2021-04-09,345261.0
2021-04-09,
2021-04-09,
2021-04-09,
2021-04-09,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-10,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,128482.0
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,
2021-04-11,92010.0
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-12,
2021-04-13,
2021-04-13,
2021-04-13,170332.0
2021-04-13,
2021-04-13,
2021-04-14,
2021-04-14,
2021-04-14,89823.0
2021-04-14,
2021-04-14,
2021-04-14,
2021-04-15,
2021-04-15,
2021-04-15,
2021-04-15,33971.0
2021-04-15,
2021-04-15,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-16,
2021-04-17,
2021-04-17,
2021-04-17,
2021-04-17,
2021-04-17,
2021-04-17,
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-18,260902.0
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-18,
2021-04-19,
2021-04-19,
2021-04-19,
2021-04-19,
2021-04-19,
2021-04-19,
2021-04-19,
2021-04-20,
2021-04-20,
2021-04-20,
2021-04-20,
2021-04-20,
2021-04-20,
2021-04-20,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-21,
2021-04-22,
2021-04-22,
2021-04-22,
2021-04-22,
2021-04-22,
2021-04-22,286580.0
2021-04-22,
2021-04-22,
2021-04-22,379696.0
2021-04-22,
2021-04-23,
2021-04-23,
2021-04-23,
2021-04-23,
2021-04-23,
2021-04-23,
2021-04-23,
2021-04-24,
2021-04-24,130599.0
2021-04-24,
2021-04-24,
2021-04-24,
2021-04-24,
2021-04-24,
2021-04-25,
2021-04-25,
2021-04-25,
2021-04-25,
2021-04-26,
2021-04-26,19216.0
2021-04-26,
2021-04-26,
2021-04-26,
2021-04-26,
2021-04-26,
2021-04-26,130724.0
2021-04-26,
2021-04-27,
2021-04-27,
2021-04-27,
2021-04-27,
2021-04-27,
2021-04-27,215284.0
2021-04-28,
2021-04-28,
2021-04-28,
2021-04-28,
2021-04-28,
2021-04-28,627566.0
2021-04-28,
2021-04-28,296047.0
2021-04-28,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,
2021-04-29,472568.0
2021-04-30,
2021-04-30,
2021-04-30,
2021-04-30,29934.0
2021-04-30,
2021-04-30,
2021-05-01,
2021-05-01,
2021-05-01,152188.0
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-01,
2021-05-02,354115.0
2021-05-02,
2021-05-02,
2021-05-02,
2021-05-02,
2021-05-03,146661.0
2021-05-03,
2021-05-03,
2021-05-03,
2021-05-03,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-04,
2021-05-05,
2021-05-05,
2021-05-05,
2021-05-05,
2021-05-05,
2021-05-05,
2021-05-05,
2021-05-06,
2021-05-06,
2021-05-06,
2021-05-06,
2021-05-06,18032.0
2021-05-06,
2021-05-06,
2021-05-06,
2021-05-07,
2021-05-07,
2021-05-07,
2021-05-07,
2021-05-07,
2021-05-07,331413.0
2021-05-07,
2021-05-07,
2021-05-07,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-08,
2021-05-09,
2021-05-09,
2021-05-09,
2021-05-10,130898.0
2021-05-10,
2021-05-10,
2021-05-10,
2021-05-10,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-11,
2021-05-12,
2021-05-12,
2021-05-12,129507.0
2021-05-12,
2021-05-12,
2021-05-12,52173.0
2021-05-12,
2021-05-12,494158.0
2021-05-12,
2021-05-12,
2021-05-12,
2021-05-12,
2021-05-12,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-13,
2021-05-14,
2021-05-14,
2021-05-14,
2021-05-14,113506.0
2021-05-14,
2021-05-14,
2021-05-14,
2021-05-14,
2021-05-14,
2021-05-14,
2021-05-15,
2021-05-15,
2021-05-15,260272.0
2021-05-15,
2021-05-15,
2021-05-15,
2021-05-15,
2021-05-15,
2021-05-15,
2021-05-16,
2021-05-16,442315.0
2021-05-16,
2021-05-16,
2021-05-16,
2021-05-16,
2021-05-16,
2021-05-16,
2021-05-17,
2021-05-17,
2021-05-17,
2021-05-18,191364.0
2021-05-18,149335.0
2021-05-18,
2021-05-18,
2021-05-18,
2021-05-18,
2021-05-18,506208.0
2021-05-19,
2021-05-19,
2021-05-19,390723.0
2021-05-19,429439.0
2021-05-19,
2021-05-19,
2021-05-19,
2021-05-19,
2021-05-20,
2021-05-20,
2021-05-20,
2021-05-20,
2021-05-20,
2021-05-20,
2021-05-20,
2021-05-21,
2021-05-21,326290.0
2021-05-21,
2021-05-21,
2021-05-21,
2021-05-21,103640.0
2021-05-21,
2021-05-21,
2021-05-21,439760.0
2021-05-22,206173.0
2021-05-22,
2021-05-22,
2021-05-22,
2021-05-23,
2021-05-23,
2021-05-23,
2021-05-23,
2021-05-23,325650.0
2021-05-23,
2021-05-23,557018.0
2021-05-23,
2021-05-23,
2021-05-24,
2021-05-24,181811.0
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-24,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-25,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,
2021-05-26,73830.0
2021-05-26,
2021-05-26,
2021-05-26,30115.0
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,187145.0
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-27,
2021-05-28,
2021-05-28,
2021-05-28,
2021-05-28,
2021-05-29,
2021-05-29,71825.0
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-29,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,133234.0
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-30,
2021-05-31,
2021-05-31,
2021-05-31,
2021-05-31,
2021-05-31,
2021-05-31,
2021-06-01,
2021-06-01,
2021-06-01,
2021-06-01,
2021-06-01,
2021-06-01,
2021-06-01,154092.0
2021-06-01,
2021-06-02,
2021-06-02,
2021-06-02,
2021-06-02,
2021-06-02,296635.0
2021-06-02,
2021-06-02,187070.0
2021-06-02,
2021-06-02,
2021-06-02,
2021-06-02,
2021-06-02,
2021-06-03,
2021-06-03,618490.0
2021-06-03,
2021-06-03,
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-04,487466.0
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-04,
2021-06-05,
2021-06-05,588329.0
2021-06-05,
2021-06-05,
2021-06-06,
2021-06-06,
2021-06-06,
2021-06-06,
2021-06-06,580148.0
2021-06-06,
2021-06-06,
2021-06-07,
2021-06-07,
2021-06-07,279780.0
2021-06-07,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-08,
2021-06-09,72148.0
2021-06-09,
2021-06-09,
2021-06-09,82965.0
2021-06-09,
2021-06-09,
2021-06-09,
2021-06-09,
2021-06-09,
2021-06-09,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,36532.0
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-10,
2021-06-11,
2021-06-11,79595.0
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-11,
2021-06-12,
2021-06-12,
2021-06-12,
2021-06-12,
2021-06-12,9409.0
2021-06-12,
2021-06-12,
2021-06-12,
2021-06-13,
2021-06-13,
2021-06-13,
2021-06-14,
2021-06-14,
2021-06-14,
2021-06-14,
2021-06-14,183445.0
2021-06-14,
2021-06-14,
2021-06-14,
2021-06-14,
2021-06-15,
2021-06-15,
2021-06-15,
2021-06-15,
2021-06-15,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-16,
2021-06-17,371176.0
2021-06-17,58958.0
2021-06-17,
2021-06-17,
2021-06-17,
2021-06-17,
2021-06-17,
2021-06-17,
2021-06-17,152744.0
2021-06-18,
2021-06-18,
2021-06-18,
2021-06-18,
2021-06-18,
2021-06-18,
2021-06-19,
2021-06-19,
2021-06-19,
2021-06-19,
2021-06-19,
2021-06-19,
2021-06-19,
2021-06-20,
2021-06-20,
2021-06-20,
2021-06-20,
2021-06-20,295692.0
2021-06-20,
2021-06-20,
2021-06-21,112391.0
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-21,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,
2021-06-22,726544.0
2021-06-23,
2021-06-23,145416.0
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-23,278593.0
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-23,
2021-06-24,
2021-06-24,
2021-06-24,91759.0
2021-06-24,407701.0
2021-06-25,
2021-06-25,
2021-06-25,
2021-06-25,
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,571344.0
2021-06-26,
2021-06-26,
2021-06-26,
2021-06-26,89561.0
2021-06-26,
2021-06-27,
2021-06-27,
2021-06-27,111562.0
2021-06-27,
2021-06-27,
2021-06-27,
2021-06-27,
2021-06-27,49265.0
2021-06-27,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,190827.0
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,
2021-06-28,423598.0
2021-06-29,
2021-06-29,
2021-06-29,
2021-06-29,598138.0
2021-06-29,
2021-06-29,
2021-06-29,
2021-06-29,
2021-06-29,
2021-06-29,
2021-06-30,
2021-06-30,181519.0
2021-06-30,
2021-06-30,
2021-06-30,
2021-06-30,
2021-07-01,81934.0
2021-07-01,92772.0
2021-07-01,491806.0
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,
2021-07-01,353070.0
2021-07-01,
2021-07-01,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-02,
2021-07-03,
2021-07-03,
2021-07-03,
2021-07-03,
2021-07-03,
2021-07-04,
2021-07-04,
2021-07-04,424356.0
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-04,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-05,
2021-07-06,
2021-07-06,
2021-07-06,
2021-07-06,
2021-07-06,
2021-07-06,
2021-07-06,439308.0
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-07,
2021-07-08,
2021-07-08,191238.0
2021-07-08,
2021-07-08,187080.0
2021-07-08,132150.0
2021-07-08,
2021-07-08,
2021-07-09,
2021-07-09,
2021-07-09,
2021-07-09,
2021-07-09,
